text,diagnose,ICD,token_text,length
胸腔镜下胸交感神经切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 胸 交感神经 切断术,5
髋关节内固定物取出术,骨盆内固定装置去除术,78.6901,髋关节 内 固定物 取出 术,5
双侧甲状舌管囊肿切除术,甲状舌管病损切除术,06.7x01,双侧 甲 状舌管 囊肿 切除术,5
肩关节脱位闭合复位术,肩脱位闭合性复位术,79.7100,肩关节 脱位 闭合 复位 术,5
宫腔镜检查+分段诊刮术,宫腔镜诊断性刮宫术,69.0902,宫腔镜 检查 + 分段 诊刮术,5
经皮肾穿刺活检术,肾穿刺活组织检查,55.2301,经皮 肾 穿刺 活检 术,5
左肾输尿管全长切除术,肾输尿管切除术,55.5100,左 肾 输尿管 全长 切除术,5
肺肿物穿刺活检术,闭合性[经皮][针吸]肺活组织检查,33.2600,肺 肿物 穿刺 活检 术,5
部分脾动脉栓塞术,经导管脾动脉栓塞术,39.7904,部分 脾 动脉 栓塞 术,5
右膝内固定取出术,骨置入装置去除,78.6000,右膝 内 固定 取出 术,5
左侧胸壁巨大肿物切除术,胸壁病损切除术,34.4x01,左侧 胸壁 巨大 肿物 切除术,5
左甲状腺及峡部全切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左 甲状腺 及峡 部全 切除术,5
左耳鼓膜切开置管术,鼓膜切开术伴置管,20.0100,左耳 鼓膜 切开 置 管术,5
右侧三叉神经感觉根切断术,切断三叉神经,04.0200,右侧 三叉神经 感觉 根 切断术,5
支撑喉镜下喉囊肿切除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下喉 囊肿 切除术,5
髋关节脱位切开复位术,髋脱位开放性复位术,79.8500,髋关节 脱位 切开 复位 术,5
腰椎骨折球囊扩张成形术,经皮椎体球囊扩张成形术,81.6601,腰椎 骨折 球囊 扩张 成形术,5
右甲状腺叶及峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,右 甲状腺 叶及 峡部 切除术,5
DSA食管球囊扩张术,食管扩张术,42.9200,DSA 食管 球囊 扩张 术,5
左侧外耳道新生物切除术,外耳病损切除术,18.2901,左侧 外耳道 新 生物 切除术,5
右侧甲状腺叶及峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,右侧 甲状腺 叶及 峡部 切除术,5
心脏永久双腔起搏器植入术,双腔永久起搏器置入术,37.8301,心脏 永久 双腔 起搏器 植入术,5
移植肾穿刺活检术,肾穿刺活组织检查,55.2301,移植 肾 穿刺 活检 术,5
颅骨缺损自体骨瓣修补术,颅骨瓣形成,02.0300,颅骨 缺损 自体 骨瓣 修补术,5
腹腔镜右肾上腺肿瘤切除,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 右 肾上腺 肿瘤 切除,5
右眼角膜缝线拆除术,角膜缝线去除,97.3801,右 眼角膜 缝线 拆除 术,5
经尿道膀胱颈电切术,经尿道膀胱颈电切术,57.4902,经 尿道 膀胱 颈 电切术,5
右侧甲状腺腺瘤切除术。,甲状腺病损切除术,06.3100,右侧 甲状腺 腺瘤 切除术 。,5
房间隔缺损闭式伞堵术,房间隔缺损闭式封堵术,35.5201,房间隔 缺损 闭式 伞 堵术,5
左额开颅镰旁脑膜瘤切除术,经额脑膜病损切除术,01.5104,左额 开颅 镰旁 脑膜瘤 切除术,5
右侧小脑幕脑膜瘤切除术,脑膜病损切除术,01.5106,右侧 小脑 幕 脑膜瘤 切除术,5
左侧面神经微血管减压术,面神经微血管减压术,04.4204,左侧 面神经 微血管 减压 术,5
腓骨内固定装置取出术,腓骨内固定装置去除术,78.6703,腓骨 内 固定装置 取出 术,5
经阴道宫颈部分切除术,子宫颈部分切除术,67.4x01,经 阴道 宫颈 部分 切除术,5
颅盆环牵引支撑术。,颅钳或环状钳牵引装置的置入或置换,02.9400,颅盆环 牵引 支撑 术 。,5
主动脉-二支冠状动脉搭桥术,二根冠状动脉的(主动脉)冠状动脉旁路移植,36.1200,主动脉 - 二支 冠状动脉 搭桥术,5
输尿管镜下导尿管置入术,留置导尿管的置入术,57.9400,输尿管 镜下 导尿管 置入 术,5
右额叶巨大胶质瘤切除术,额叶病损切除术,01.5909,右 额叶 巨大 胶质瘤 切除术,5
大隐静脉点式剥脱术,大隐静脉曲张剥脱术,38.5903,大隐 静脉 点式 剥脱 术,5
左侧尺神经松解术。,尺神经松解术,04.4908,左侧 尺 神经 松解术 。,5
经鼻蝶窦脑脊液漏修补术,脑脊液漏修补术,02.1203,经鼻 蝶窦 脑脊液 漏 修补术,5
甲状腺术后血肿清除止血,甲状腺术后止血术,06.0201,甲状腺 术后 血肿 清除 止血,5
肱骨骨折闭合复位术,肱骨骨折闭合性复位术不伴内固定,79.0100,肱骨 骨折 闭合 复位 术,5
颅骨缺损钛板修补术,颅骨钛板置入术,02.0502,颅骨 缺损 钛 板 修补术,5
双侧喉良性肿物切除术,喉病损切除术,30.0902,双侧 喉 良性 肿物 切除术,5
鼻内镜下经蝶垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,鼻 内镜 下经蝶 垂体瘤 切除术,5
心脏双腔起搏器安置术,双腔永久起搏器置入术,37.8301,心脏 双腔 起搏器 安置 术,5
经尿道膀胱肿瘤电切术,经尿道膀胱病损切除术,57.4901,经 尿道 膀胱 肿瘤 电切术,5
胸腔镜左肺上叶楔形切除,胸腔镜下肺楔形切除术,32.2001,胸腔镜 左肺 上叶 楔形 切除,5
经尿道前列腺等离子电切术,经尿道前列腺切除术（TURP）,60.2902,经 尿道 前列腺 等离子 电切术,5
鼻内镜下腺样体消融术,内镜下腺样体切除术,28.6x02,鼻 内镜 下腺样 体 消融术,5
右侧鼻前庭囊肿切除术,鼻内病损切除术,21.3103,右侧 鼻 前庭 囊肿 切除术,5
骨盆外固定架取出术,骨盆外固定装置去除术,78.6902,骨盆 外 固定架 取出 术,5
乳腺肿物冰冻+根治术,乳房病损局部切除术,85.2100,乳腺 肿物 冰冻 + 根治术,5
左大腿淋巴管瘤切除术,淋巴管瘤切除术,40.2910,左 大腿 淋巴管 瘤 切除术,5
右侧腕部正中神经松解术,正中神经松解术,04.4907,右侧 腕部 正中 神经 松解术,5
股骨外固定架去除术,股骨外固定装置去除术,78.6502,股骨 外 固定架 去除 术,5
T9、T12椎体成形术,经皮椎骨成形术,81.6500,T9 、 T12 椎体 成形术,5
右甲状腺腺叶加峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,右 甲状腺 腺叶 加峡部 切除术,5
腹腔镜左肾部分切除,腹腔镜下肾部分切除术,55.4x03,腹腔镜 左 肾 部分 切除,5
输尿管镜置双J管,经尿道输尿管支架置入术,59.8x03,输尿管 镜置 双 J 管,5
右膝关节异物取出术,膝关节异物取出术,80.1602,右 膝关节 异物 取出 术,5
经皮冠状动脉支架置入术,去除冠状动脉梗阻和支架置入,36.0,经皮 冠状动脉 支架 置入 术,5
右肱骨病灶活检术,肱骨活组织检查,77.4200,右 肱骨 病灶 活检 术,5
双侧正中神经松解术。,正中神经松解术,04.4907,双侧 正中 神经 松解术 。,5
永久性人工心脏起搏器置换术。,首次或置换永久起搏器置入,37.8000,永久性 人工 心脏起搏器 置换术 。,5
输尿管镜尿道检查术,输尿管镜检查,56.3100,输尿管 镜 尿道 检查 术,5
经额下入路鞍区肿瘤切除术,鞍区病损切除术,01.5902,经额 下入 路鞍区 肿瘤 切除术,5
右肾窦内肾盂切开取石术,肾盂切开取石术,55.1101,右肾 窦内 肾盂 切开 取石术,5
腹腔镜下肝囊肿开窗术,腹腔镜下肝囊肿开窗引流术,50.0x03,腹腔镜 下肝 囊肿 开窗 术,5
右膝关节镜下粘连松解术,膝关节松解术,80.4601,右 膝关节 镜下 粘连 松解术,5
趾骨内固定物取出术,趾骨内固定装置去除术,78.6905,趾骨 内 固定物 取出 术,5
双眼外直肌后徙术,两条或两条以上眼外肌的后徙术,15.3x01,双眼 外直 肌后 徙 术,5
左前臂动静脉瘘修补术,动静脉瘘修补术,39.5300,左 前臂 动静脉 瘘 修补术,5
右上肺叶楔形切除术,肺楔形切除术,32.2904,右 上 肺叶 楔形 切除术,5
VATS左后纵隔肿瘤切除术,胸腔镜下纵隔病损切除术,34.3x04,VATS 左后 纵隔 肿瘤 切除术,5
VATS右胸全胸腺切除术,胸腔镜下胸腺全部切除术,07.8400,VATS 右 胸全 胸腺 切除术,5
第四脑室占位显微切除术,第四脑室病损切除术,01.5907,第四 脑室 占位 显微 切除术,5
胸腔镜前纵隔肿瘤切除术,胸腔镜下纵隔病损切除术,34.3x04,胸腔镜 前 纵隔 肿瘤 切除术,5
主动脉-一支冠状动脉搭桥术,一根冠状动脉的(主动脉)冠状动脉旁路移植,36.1100,主动脉 - 一支 冠状动脉 搭桥术,5
左侧颈动脉体瘤切除术。,颈动脉体瘤切除术,39.8901,左侧 颈动脉 体瘤 切除术 。,5
经尿道膀胱活检术,闭合性[经尿道]膀胱活组织检查,57.3300,经 尿道 膀胱 活检 术,5
输尿管镜下输尿管扩张术,输尿管扩张术,59.8x01,输尿管 镜下 输尿管 扩张 术,5
支撑喉镜喉新生物摘除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 喉新 生物 摘除术,5
左面神经微血管减压术,面神经微血管减压术,04.4204,左 面神经 微血管 减压 术,5
脐疝无张力修补术,脐疝无张力修补术,53.4101,脐 疝 无 张力 修补术,5
右眼白内障超声乳化术,白内障晶状体乳化和抽吸,13.4100,右眼 白内障 超声 乳化 术,5
关节镜下前十字韧带重建术,关节镜膝关节前交叉韧带重建术,81.4504,关节镜 下前 十字 韧带 重建术,5
右侧I型鼓室成形术,"鼓室成形术,I型",19.4x01,右侧 I 型 鼓室 成形术,5
右大腿膝上截肢术,膝上截断术,84.1700,右 大腿 膝上 截肢 术,5
左侧颞叶占位显微切除术,颞叶病损切除术,01.5913,左侧 颞叶 占位 显微 切除术,5
右侧胸腔镜下胸腺切除术,胸腔镜下胸腺切除术,07.8001,右侧 胸腔镜 下 胸腺 切除术,5
左侧输尿管结石碎石术,经尿道输尿管和肾盂梗阻去除,56.0x00,左侧 输尿管 结石 碎石 术,5
膝关节腔内注射治疗,关节治疗性物质注射,81.9201,膝关节 腔 内 注射 治疗,5
经导管心脏射频消融术,经导管心脏射频消融术,37.3401,经 导管 心脏 射频 消融术,5
双侧股骨头钻孔减压术,股骨减压术,77.1502,双侧 股骨头 钻孔 减压 术,5
腓骨内固定取出术,腓骨内固定装置去除术,78.6703,腓骨 内 固定 取出 术,5
大脑中动脉瘤夹闭术,大脑中动脉瘤夹闭术,39.5103,大脑 中 动脉瘤 夹 闭术,5
股骨髁上牵引术,股骨髁上牵引,93.4404,股骨 髁 上 牵引 术,5
DSA引导下全脑血管造影术,脑血管造影,88.4101,DSA 引导 下全 脑血管 造影术,5
永久性人工心脏起搏器更换术,首次或置换永久起搏器置入,37.8000,永久性 人工 心脏起搏器 更换 术,5
大脑开颅蛛网膜囊肿切除术,脑蛛网膜病损切除术,01.5105,大脑 开颅 蛛网膜 囊肿 切除术,5
胸腔镜下胸交感神经切除术,胸交感神经切除术,05.2903,胸腔镜 下 胸 交感神经 切除术,5
经颅内镜经蝶垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,经 颅内 镜经蝶 垂体瘤 切除术,5
VATS右上肺楔形切除,胸腔镜下肺楔形切除术,32.2001,VATS 右上 肺 楔形 切除,5
耻骨上膀胱切开取石,膀胱切开取石术,57.1902,耻骨 上 膀胱 切开 取石,5
双眼内直肌后退术,两条或两条以上眼外肌的后徙术,15.3x01,双眼 内直 肌 后退 术,5
经颞脑病损切除术,经颞脑病损切除术,01.5915,经 颞 脑病 损 切除术,5
显微镜下面神经减压术,面神经减压术,04.4203,显微镜 下面 神经 减压 术,5
VATS右侧胸膜活检术,胸腔镜胸膜活组织检查,34.2000,VATS 右侧 胸膜 活检 术,5
左甲状腺+峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左 甲状腺 + 峡部 切除术,5
VATS右肺中叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,VATS 右肺 中叶 楔形 切除术,5
胸腔镜下纵膈肿物切除术,胸腔镜下纵隔病损切除术,34.3x04,胸腔镜 下 纵膈 肿物 切除术,5
腹腔镜左侧肾上腺切除术。,腹腔镜单侧肾上腺切除术,07.2201,腹腔镜 左侧 肾上腺 切除术 。,5
电视喉镜下喉肿物摘除术,支撑喉镜下喉病损切除术,30.0911,电视 喉镜 下喉 肿物 摘除术,5
右踝内固定取出术,踝关节内固定装置去除术,78.6705,右踝 内 固定 取出 术,5
尿道镜下尿道狭窄电切术,经尿道尿道狭窄电切术,58.3103,尿道 镜下 尿道 狭窄 电切术,5
经皮肝穿刺活检术,闭合性(经皮)[针吸]肝活组织检查,50.1100,经皮 肝 穿刺 活检 术,5
右肾上腺巨大肿瘤切除术,肾上腺病损切除术,07.2100,右 肾上腺 巨大 肿瘤 切除术,5
右侧胸壁脓肿切开引流术,胸壁切开引流术,34.0101,右侧 胸壁 脓肿 切开 引流术,5
右开胸脓胸廓清术,胸腔切开脓肿清除术,34.0902,右开 胸 脓胸 廓清 术,5
三脑室后部肿瘤切除术,第三脑室病损切除术,01.5904,三 脑室 后部 肿瘤 切除术,5
胸腔镜后纵隔肿瘤切除术,胸腔镜下纵隔病损切除术,34.3x04,胸腔镜 后 纵隔 肿瘤 切除术,5
左侧颞叶占位性病变切除术,颞叶病损切除术,01.5913,左侧 颞叶 占位性 病变 切除术,5
支撑喉镜声带息肉摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 声带 息肉 摘除术,5
阑尾切除术(47.0),阑尾切除术,47.0901,阑尾 切除术 ( 47.0 ),5
右耳廓瘢痕疙瘩切除术,外耳病损切除术,18.2901,右 耳廓 瘢痕 疙瘩 切除术,5
股动脉内膜剥脱术,股动脉内膜切除术,38.1801,股 动脉 内膜 剥脱 术,5
双侧乳房植入物取出术,去除乳房植入物,85.9400,双侧 乳房 植入物 取出 术,5
左侧支气管动脉栓塞术,经导管支气管动脉栓塞术,39.7902,左侧 支气管 动脉 栓塞 术,5
锁骨下静脉穿刺置管,锁骨下静脉穿刺中心静脉置管术,38.9303,锁骨 下 静脉 穿刺 置管,5
右面神经微血管减压术,面神经微血管减压术,04.4204,右 面神经 微血管 减压 术,5
右肱骨近端肿瘤切除术,肱骨病损切除术,77.6201,右 肱骨 近端 肿瘤 切除术,5
左额镰旁脑膜瘤切除术,脑膜病损切除术,01.5106,左额 镰 旁 脑膜瘤 切除术,5
陶瓷-陶瓷髋关节置换,全髋关节置换,81.5100,陶瓷 - 陶瓷 髋关节 置换,5
L5/S1椎间盘造影术,椎间盘造影,87.2101,L5 / S1 椎间盘 造影术,5
左侧听神经瘤显微切除术,听神经瘤切除术,04.0100,左侧 听神经 瘤 显微 切除术,5
经皮腰1椎体成形术,经皮椎骨成形术,81.6500,经皮 腰 1 椎体 成形术,5
经蝶鞍区病变切除术,鞍区病损切除术,01.5902,经 蝶鞍 区 病变 切除术,5
三叉神经半月节热射频治疗,三叉神经半月节射频热凝术,04.2x08,三叉神经 半月 节热 射频 治疗,5
低温等离子双侧扁桃体切除术,扁桃体等离子切除术,28.2x03,低温 等离子 双侧 扁桃体 切除术,5
右侧胸腔镜全胸腺切除术,胸腔镜下胸腺全部切除术,07.8400,右侧 胸腔镜 全 胸腺 切除术,5
下颌骨内固定物取出术,下颌骨内固定装置取出术,76.9701,下颌骨 内 固定物 取出 术,5
骶尾部藏毛囊肿切除术,藏毛囊肿切除术,86.2101,骶 尾部 藏毛 囊肿 切除术,5
经皮腰椎间盘髓核切吸术,腰椎髓核切除术,80.5109,经皮 腰椎间盘 髓 核切 吸术,5
3D腹腔镜辅助dixon术,腹腔镜下直肠前切除术,48.6302,3D 腹腔镜 辅助 dixon 术,5
CT引导下肺穿刺,肺穿刺,33.9300,CT 引导 下 肺 穿刺,5
腹膜透析管拔除术,腹膜透析管去除,97.8601,腹膜 透析 管 拔除 术,5
面部内固定物取出术,去除面骨内固定装置,76.9700,面部 内 固定物 取出 术,5
左侧胸骨后甲状腺肿切除术,胸骨后甲状腺病损切除术,06.5101,左侧 胸骨 后 甲状腺肿 切除术,5
双侧声带病损切除术,声带病损切除术,30.0901,双侧 声 带病 损 切除术,5
右侧三叉神经微血管减压术,三叉神经微血管减压术,04.4101,右侧 三叉神经 微血管 减压 术,5
跖骨内固定物取出术,跖骨内固定装置去除术,78.6803,跖骨 内 固定物 取出 术,5
面隐窝入路面神经减压术,面神经减压术,04.4203,面隐窝入 路面 神经 减压 术,5
肱骨切开复位内固定,肱骨骨折切开复位内固定术,79.3101,肱骨 切开 复位 内 固定,5
右侧舌咽神经微血管减压术,舌咽神经微血管减压术,04.4209,右侧 舌咽神经 微血管 减压 术,5
椎体后凸成型术,经皮椎体增强,81.6600,椎体 后 凸 成型 术,5
心包穿刺置管术。,心包穿刺术,37.0x00,心包 穿刺 置 管术 。,5
腰椎椎管内占位切除术,脊髓或脊膜病损的切除术或破坏术,03.4x00,腰椎 椎管 内 占位 切除术,5
前交通动脉瘤夹闭术,前交通动脉瘤夹闭术,39.5107,前 交通 动脉瘤 夹 闭术,5
右侧颞叶占位性病变切除术,颞叶病损切除术,01.5913,右侧 颞叶 占位性 病变 切除术,5
膝关节游离体取出术,膝关节游离体取出术,80.1601,膝关节 游离 体 取出 术,5
介入下下腔静脉滤器植入术,下腔静脉滤器置入术,38.7x04,介入 下下腔 静脉 滤器 植入术,5
右甲状腺腺瘤切除术。,甲状腺病损切除术,06.3100,右 甲状腺 腺瘤 切除术 。,5
肾动脉狭窄支架置入术,肾动脉支架置入术,39.9016,肾动脉 狭窄 支架 置入 术,5
右胫骨结节牵引术,胫骨结节牵引,93.4406,右 胫骨 结节 牵引 术,5
腹腔镜左肾根治性切除,腹腔镜下单侧肾切除术,55.5103,腹腔镜 左 肾 根治性 切除,5
腹部切口清创缝合术,腹壁清创术,54.3x06,腹部 切口 清创 缝合 术,5
右股骨穿刺活检术,股骨活组织检查,77.4500,右 股骨 穿刺 活检 术,5
右侧甲状腺及峡部全切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,右侧 甲状腺 及峡 部全 切除术,5
左外耳道胆脂瘤清除术,外耳病损切除术,18.2901,左 外耳道 胆脂瘤 清除 术,5
腰椎占位穿刺活检术,椎骨活组织检查,77.4904,腰椎 占位 穿刺 活检 术,5
支撑喉镜下喉肿瘤切除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下喉 肿瘤 切除术,5
